free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,W_ID
38.0,67.0,0.996,3.33,0.93,11.3,5,1429
18.0,47.0,0.9956,3.37,0.62,10.4,5,1430
13.0,74.0,0.9958,3.26,0.54,9.9,6,1431
3.0,11.0,0.9944,3.48,0.85,11.7,6,1432
11.0,25.0,0.9955,3.42,0.74,10.1,7,1433
55.0,95.0,1.00369,3.18,0.77,9.0,6,1434
55.0,95.0,1.00369,3.18,0.77,9.0,6,1435
27.0,90.0,0.99914,3.15,0.65,8.5,5,1436
15.0,39.0,0.99577,3.53,0.54,11.1,5,1437
3.0,8.0,0.996,3.41,0.47,10.3,5,1438
31.0,92.0,0.99566,3.32,0.68,11.066666666666698,6,1439
15.0,28.0,0.9947,3.23,0.73,11.3,7,1440
19.0,98.0,0.99713,3.16,0.52,9.56666666666667,6,1441
18.0,30.0,0.99712,3.4,0.75,9.8,5,1442
8.0,22.0,0.99322,3.38,0.49,11.7,5,1443
31.0,92.0,0.99566,3.32,0.68,11.1,6,1444
19.0,98.0,0.99713,3.16,0.52,9.6,6,1445
18.0,30.0,0.99712,3.4,0.75,9.8,5,1446
22.0,39.0,0.99701,3.4,0.74,9.7,5,1447
40.0,54.0,0.99683,3.4,0.73,9.7,5,1448
15.0,29.0,0.99472,3.23,0.76,11.3,8,1449
15.0,28.0,0.9947,3.23,0.73,11.3,7,1450
8.0,17.0,0.99732,3.33,0.78,11.0,7,1451
37.0,53.0,0.99374,3.35,0.76,11.6,7,1452
27.0,85.0,0.99706,3.41,0.58,9.0,5,1453
7.0,23.0,0.99974,3.21,0.69,10.9,6,1454
9.0,17.0,0.99467,3.5,0.63,10.9,6,1455
38.0,89.0,0.99236,3.3,0.5,10.55,6,1456
27.0,85.0,0.99706,3.41,0.58,9.0,5,1457
8.0,20.0,0.99603,3.39,0.6,10.5,5,1458
7.0,15.0,0.99458,3.32,0.8,11.9,7,1459
34.0,64.0,0.99724,3.41,0.68,10.4,6,1460
6.0,13.0,0.99664,3.59,0.61,10.0,4,1461
14.0,31.0,0.99545,3.36,0.58,10.4,6,1462
14.0,39.0,0.99522,3.34,0.53,10.8,6,1463
34.0,53.0,0.9958,3.41,0.67,9.7,5,1464
34.0,53.0,0.9958,3.41,0.67,9.7,5,1465
31.0,54.0,0.99728,3.3,0.65,10.0,7,1466
19.0,32.0,0.99648,3.52,0.57,11.0,4,1467
31.0,54.0,0.99728,3.3,0.65,10.0,7,1468
20.0,49.0,0.99705,3.31,0.55,9.7,3,1469
8.0,24.0,0.99578,2.88,0.47,9.7,5,1470
8.0,16.0,0.99334,3.43,0.52,12.6,5,1471
23.0,44.0,0.99656,3.38,0.79,11.1,6,1472
14.0,45.0,0.99336,3.38,0.54,11.0,5,1473
48.0,82.0,1.00242,3.16,0.75,8.8,5,1474
16.0,89.0,0.99182,3.54,0.88,13.566666666666698,7,1475
48.0,82.0,1.00242,3.16,0.75,8.8,5,1476
16.0,89.0,0.99182,3.54,0.88,13.6,7,1477
3.0,14.0,0.99808,3.4,0.52,10.2,3,1478
10.0,22.0,0.99828,3.39,0.68,10.6,5,1479
6.0,13.0,0.99498,3.66,0.62,10.1,4,1480
10.0,22.0,0.99828,3.39,0.68,10.6,5,1481
3.0,9.0,0.99719,3.33,0.57,10.3,4,1482
6.0,12.0,0.99542,3.35,0.61,10.7,5,1483
4.0,11.0,0.99592,3.53,0.64,10.9,4,1484
8.0,25.0,0.99606,3.37,0.55,9.7,5,1485
9.0,23.0,0.99546,3.38,0.6,10.3,5,1486
9.0,17.0,0.99496,3.52,0.78,10.6,5,1487
5.0,13.0,0.9942,3.72,0.58,11.4,5,1488
4.0,11.0,0.99448,3.44,0.76,10.8,6,1489
8.0,18.0,0.99344,3.39,0.56,12.4,6,1490
5.0,13.0,0.9942,3.72,0.58,11.4,5,1491
6.0,18.0,0.99348,3.57,0.54,11.95,5,1492
23.0,147.0,0.99636,3.26,0.59,9.7,5,1493
15.0,28.0,0.99459,3.42,0.7,10.0,7,1494
15.0,28.0,0.99492,3.35,0.81,10.6,6,1495
23.0,147.0,0.99636,3.26,0.59,9.7,5,1496
7.0,16.0,0.99508,3.45,0.63,11.5,6,1497
7.0,13.0,0.99582,3.53,0.58,10.8,6,1498
7.0,16.0,0.99508,3.45,0.63,11.5,6,1499
8.0,15.0,0.99508,3.26,0.53,9.6,5,1500
21.0,64.0,0.99642,3.16,0.53,9.4,5,1501
15.0,60.0,0.99638,3.31,0.54,9.8,5,1502
6.0,14.0,0.99555,3.51,0.69,11.0,6,1503
5.0,12.0,0.99605,3.36,0.55,11.4,6,1504
6.0,12.0,0.996,3.55,0.63,9.95,3,1505
6.0,14.0,0.99562,3.51,0.66,10.8,6,1506
5.0,12.0,0.99605,3.36,0.55,11.4,6,1507
17.0,25.0,0.99814,3.38,0.72,10.6,6,1508
7.0,20.0,0.9941,3.28,0.7,11.1,5,1509
26.0,48.0,0.99661,3.47,0.77,9.7,6,1510
19.0,27.0,0.99712,3.44,0.67,9.8,5,1511
11.0,17.0,0.99588,3.53,0.65,10.4,6,1512
17.0,65.0,0.99294,3.33,0.6,10.5,6,1513
16.0,65.0,0.99842,3.53,0.72,9.23333333333333,6,1514
16.0,65.0,0.99842,3.53,0.72,9.25,6,1515
23.0,58.0,0.99633,3.42,0.97,10.6,5,1516
29.0,44.0,0.99489,3.38,0.83,10.3,6,1517
7.0,20.0,0.99647,3.32,0.63,10.5,5,1518
14.0,27.0,0.99665,3.44,0.58,10.2,5,1519
29.0,44.0,0.99489,3.38,0.83,10.3,6,1520
9.0,23.0,0.99585,3.39,0.43,9.05,4,1521
23.0,58.0,0.99633,3.42,0.97,10.6,5,1522
29.0,61.0,0.9953,3.34,0.6,10.4,5,1523
22.0,47.0,0.99522,3.39,0.78,10.0,6,1524
18.0,34.0,0.99552,3.33,0.64,9.7,5,1525
18.0,38.0,0.99553,3.3,0.65,9.6,6,1526
15.0,24.0,0.9951,3.29,0.66,10.8,6,1527
21.0,59.0,0.99714,3.31,0.67,10.1,6,1528
42.0,52.0,0.99608,3.42,0.6,10.2,6,1529
9.0,18.0,0.99444,3.42,0.69,11.3,6,1530
13.0,28.0,0.99631,3.6,0.66,10.2,5,1531
18.0,22.0,0.99573,3.21,0.68,9.9,6,1532
32.0,84.0,0.99717,3.39,0.61,9.0,5,1533
13.0,29.0,0.99397,3.42,0.62,11.7,7,1534
15.0,35.0,0.9959,3.36,0.59,9.7,6,1535
24.0,45.0,0.99528,3.6,0.68,10.3,6,1536
20.0,31.0,0.99484,3.5,0.64,10.2,6,1537
15.0,26.0,0.99538,3.57,0.63,12.0,5,1538
34.0,60.0,0.99714,3.46,0.78,9.9,5,1539
11.0,32.0,0.99646,3.56,0.63,11.6,6,1540
19.0,49.0,0.99666,3.4,0.76,10.9,7,1541
29.0,38.0,0.99472,3.3,0.56,10.75,6,1542
14.0,19.0,0.99758,3.25,0.57,10.4,6,1543
12.0,19.0,0.9955,3.17,0.81,11.2,7,1544
16.0,28.0,0.99531,3.36,0.64,10.1,6,1545
17.0,26.0,0.99575,3.36,0.61,10.2,5,1546
12.0,26.0,0.99306,3.55,0.51,12.1,5,1547
19.0,50.0,0.99783,3.1,0.58,10.4,5,1548
17.0,24.0,0.99419,3.24,0.7,11.4,8,1549
17.0,26.0,0.99783,3.45,0.53,9.5,5,1550
18.0,27.0,0.99768,3.44,0.54,9.4,5,1551
32.0,54.0,0.99586,3.51,0.66,11.3,6,1552
18.0,28.0,0.99765,3.41,0.6,9.4,5,1553
15.0,23.0,0.99627,3.54,0.6,11.0,6,1554
15.0,24.0,0.99514,3.44,0.68,10.55,7,1555
12.0,20.0,0.99636,3.53,0.56,9.9,5,1556
15.0,23.0,0.99627,3.54,0.6,11.0,6,1557
66.0,115.0,0.99787,3.22,0.56,9.5,5,1558
31.0,131.0,0.99622,3.21,0.52,9.9,5,1559
31.0,131.0,0.99622,3.21,0.52,9.9,5,1560
31.0,131.0,0.99622,3.21,0.52,9.9,5,1561
12.0,20.0,0.99546,3.29,0.54,10.1,5,1562
12.0,20.0,0.99546,3.29,0.54,10.1,5,1563
12.0,20.0,0.99546,3.29,0.54,10.1,5,1564
26.0,42.0,0.99489,3.39,0.82,10.9,6,1565
24.0,52.0,0.99494,3.34,0.71,11.2,6,1566
12.0,20.0,0.99546,3.29,0.54,10.1,5,1567
25.0,42.0,0.99629,3.34,0.59,9.2,5,1568
15.0,34.0,0.99396,3.48,0.57,11.5,6,1569
19.0,35.0,0.9934,3.37,0.93,12.4,6,1570
15.0,25.0,0.99514,3.44,0.65,11.1,6,1571
35.0,104.0,0.99632,3.33,0.51,9.5,5,1572
15.0,50.0,0.99467,3.58,0.67,12.5,6,1573
23.0,92.0,0.99677,3.39,0.48,10.5,6,1574
12.0,20.0,0.99474,3.26,0.64,11.8,6,1575
16.0,29.0,0.99588,3.3,0.78,10.8,6,1576
13.0,27.0,0.99622,3.54,0.6,11.9,6,1577
13.0,20.0,0.9954,3.42,0.67,11.3,6,1578
24.0,32.0,0.99402,3.54,0.6,11.3,5,1579
9.0,26.0,0.9947,3.36,0.6,11.9,6,1580
24.0,32.0,0.99402,3.54,0.6,11.3,5,1581
13.0,27.0,0.99362,3.57,0.5,11.9,5,1582
32.0,98.0,0.99578,3.33,0.62,9.8,5,1583
24.0,34.0,0.99484,3.29,0.8,11.6,7,1584
22.0,48.0,0.99494,3.3,0.84,11.5,6,1585
34.0,60.0,0.99492,3.34,0.85,11.4,6,1586
18.0,28.0,0.99483,3.55,0.66,10.9,6,1587
34.0,102.0,0.99414,3.27,0.78,12.8,6,1588
29.0,79.0,0.9977,3.29,0.54,9.2,5,1589
26.0,35.0,0.99314,3.32,0.82,11.6,6,1590
16.0,26.0,0.99402,3.67,0.56,11.6,6,1591
29.0,40.0,0.99574,3.42,0.75,11.0,6,1592
28.0,38.0,0.99651,3.42,0.82,9.5,6,1593
32.0,44.0,0.9949,3.45,0.58,10.5,5,1594
39.0,51.0,0.99512,3.52,0.76,11.2,6,1595
29.0,40.0,0.99574,3.42,0.75,11.0,6,1596
32.0,44.0,0.99547,3.57,0.71,10.2,5,1597
18.0,42.0,0.99549,3.39,0.66,11.0,6,1598
